ID	Control	Treatment
5324_at	5.354194424	5.168219317
5325_at	6.438023207	4.954212852
5326_at	5.252156709	5.780514859
5327_at	6.393344067	9.574083351
5328_at	6.198286304	7.066726064
5329_s_at	13.42433327	11.45666818
5330_at	6.370250382	7.02107422
5331_at	11.80134312	9.564162457
5332_at	9.186680983	11.15040909
5333_at	5.709401244	7.050559862
5334_at	4.332678751	4.388897206
5335_at	7.417274765	7.407256102
5336_at	7.194265409	5.342019951
5337_at	4.960946962	4.054001492
5338_at	5.284738227	4.825143477
5339_at	6.892282983	9.715658949
5340_at	5.039598498	3.254632685
5341_at	5.479028403	4.627706777
5342_at	4.516618254	3.338621972
5343_at	7.658695837	8.215501977
5344_at	6.620809758	4.820292256
5345_at	5.631602339	7.739015033
5346_at	9.783141443	10.07038081
5347_at	4.705556724	3.364547898
5348_at	7.666248492	7.451414663
5349_at	6.354939365	6.403842343
5350_at	4.08684295	3.84777866
5351_at	9.207994236	7.079846076
5352_at	7.550149167	7.720581618
5353_at	6.547441495	4.752438297
5354_at	4.907898399	4.541594729
5355_at	5.811284809	4.861209271
5356_at	3.866401278	4.19207076
5357_at	4.130497895	6.622688958
5358_at	5.470372885	6.042745834
5359_at	6.400907974	11.4444426
5360_at	6.067108462	8.219863255
5361_at	5.181938244	6.903444483
5362_at	5.886693216	7.607090593
5363_at	4.356211171	6.505766686
5364_at	5.358314997	9.512025443
5365_at	4.691286614	6.677856021
5366_s_at	5.362065471	6.981707418
5367_at	7.958614181	8.721819084
5368_at	8.275190772	7.924989114
5369_at	5.969661328	5.71500491
5370_at	7.04773702	8.743762916
5371_at	5.535688081	5.902902758
5372_at	10.28349621	8.543260488
5373_at	7.228561148	6.728457858
5374_at	3.262372075	3.312579613
5375_at	2.953658335	3.823993845
5376_at	3.612869056	3.956866917
5377_at	4.943384003	6.470523643
5378_at	8.380824709	8.450100849
5379_at	6.827699948	8.110518723
5380_at	6.352594636	5.976692457
5381_at	7.082269788	6.533894192
5382_at	8.511497972	8.870221963
5383_at	8.486761564	7.060093217
5384_at	6.53910446	5.938443508
5385_at	5.422260047	4.161276384
5386_at	9.575999398	7.276341322
5387_at	8.401289287	6.131889986
5388_at	9.871052377	5.497926591
5389_at	5.963786336	5.157746446
5390_at	9.16616336	8.164934797
5391_at	3.17919605	4.209592535
5392_at	11.92656896	12.18161578
5393_at	11.18488683	10.74138741
5394_at	9.310056057	7.464185586
5395_at	8.488693007	8.473653694
5396_at	9.928499485	6.158038551
5397_at	4.642604479	4.90651249
5398_at	5.739362039	7.934278021
5399_at	3.013620447	3.254111
5400_at	7.42495933	9.593572045
5401_at	4.265521748	4.678608163
5402_at	7.080307943	5.655926896
5403_at	5.464657931	4.791385446
5404_at	3.488419921	3.703232481
5405_at	5.048306061	5.159969813
5406_at	4.348157326	4.729744916
5407_at	7.859257783	7.490919937
5408_at	9.949855545	8.424455714
5409_at	6.087467422	11.6979696
5410_f_at	6.396261123	12.39609389
5411_at	3.76936516	3.890654859
5412_at	5.391324372	3.811722717
5413_at	9.132610866	11.4481548
5414_i_at	2.661806506	2.836739391
5415_r_at	3.087560995	3.168189508
5416_at	7.933472891	11.93992813
5417_at	9.856551577	11.91657933
5418_at	7.03581538	8.244130388
5419_at	6.370812785	4.96961939
5420_s_at	5.095325246	5.267733003
5421_i_at	2.907824104	2.974117835
5422_s_at	6.392530743	6.3842727
5423_s_at	6.958027384	9.978910212
5424_at	3.139972654	3.267788168
5425_at	3.43196259	3.317998266
5426_at	4.289378412	4.304285184
5427_at	5.244489324	5.24985429
5428_at	2.97533152	2.878310973
5429_at	5.482454069	5.277435497
5430_at	5.092465923	4.977930904
5431_at	6.353135233	5.61255586
5432_at	7.24013926	6.360970869
5433_at	6.451928093	6.662208504
5434_at	5.647869375	4.69026411
5435_at	11.21002102	9.374545342
5436_i_at	2.681543167	2.627155549
5437_s_at	4.343370426	4.160534973
5438_at	5.70084295	5.231581336
5439_at	3.068097971	3.33883535
5440_at	5.084248277	6.629439827
5441_at	7.207649385	8.30749991
5442_at	4.347327546	4.699691643
5443_g_at	4.36148029	4.696974104
5444_at	4.983918961	4.768049021
5445_i_at	9.498158132	8.342917106
5446_r_at	3.475001907	3.043356811
5447_at	7.697762923	7.923621247
5448_at	10.17811939	10.4730178
5449_at	4.143069082	3.136331348
5450_g_at	2.984160176	3.343190057
5451_at	2.485031524	2.835066139
5452_at	3.197340606	3.867034169
5453_at	5.588901267	3.830114819
5454_at	4.591094796	6.063679486
5455_at	4.492813097	4.102814398
5456_at	3.735010914	3.630658558
5457_at	5.025781623	5.043476244
5458_at	2.853177148	5.415292566
5459_at	2.629535336	3.228928476
5460_at	6.53916784	7.279577295
5461_at	3.988868488	4.350063685
5462_at	5.657069096	6.267558524
5463_r_at	6.163936549	4.060063298
5464_i_at	8.055108354	6.214668559
5465_f_at	8.48142119	6.434635123
5466_i_at	2.784104707	2.566126493
5467_f_at	11.39829392	8.521810919
5468_at	4.105561873	5.851717516
5469_at	3.572737491	3.640579004
5470_at	6.573111294	6.923481182
5471_at	9.45078801	10.17461059
5472_at	3.492500817	3.680028408
5473_at	6.629796637	6.862655519
5474_at	3.510491394	3.117509737
5475_at	6.380219243	6.73515854
5476_at	6.557491725	8.436506863
5477_at	9.845821972	9.772343538
5478_i_at	4.862221162	5.227344391
5479_r_at	4.671385054	5.571740844
5480_f_at	2.412714039	4.253976107
5481_at	6.763353086	7.9292621
5482_at	5.304151133	6.385608845
5483_at	9.882894362	9.5945789
5484_at	4.005988915	5.269121549
5485_at	4.287704837	4.92059205
5486_at	2.862034736	4.008305129
5487_at	5.136794072	5.405511457
5488_at	4.337186937	6.010305883
5489_at	5.103689793	5.257486189
5490_at	2.685419408	2.777419854
5491_at	2.938467211	3.947785214
5492_at	2.897542417	2.824220995
5493_at	3.294933805	4.289289216
5494_at	4.311513915	4.057113788
5495_at	5.93989821	6.00745632
5496_g_at	5.543778957	6.022782886
5497_at	4.729062934	4.972499077
5498_at	3.68286227	3.931883742
5499_at	3.417513645	3.732872631
5500_at	4.943519693	7.698373704
5501_at	2.628224022	3.094112388
5502_at	6.465162334	5.910756934
5503_at	3.841772318	3.716408455
5504_at	4.437502799	4.371044247
5505_at	3.232876877	3.10553729
5506_s_at	6.856411134	9.24584737
5507_at	7.176026258	7.504542657
5508_at	3.032437671	2.957789629
5509_at	7.414094679	6.13363796
5510_at	4.053385215	4.442927489
5511_at	5.051365723	5.387603446
5512_at	7.799701369	6.854682205
5513_at	2.802037782	2.901452996
5514_at	10.24726196	10.5093359
5515_at	8.277156686	6.10120218
5516_at	10.02138111	9.025171117
5517_at	10.58209596	10.78482665
5518_at	4.062260939	5.34939584
5519_at	3.260854479	4.004252564
5520_at	4.635519316	3.969039891
5521_at	5.828611345	5.728028527
5522_at	7.185737163	6.141754653
5523_at	5.044886355	4.399087492
5524_at	6.489777962	6.175288596
5525_at	10.80483921	10.84653323
5526_at	7.537920065	8.563330291
5527_at	3.942200099	4.890653709
5528_at	4.06486333	4.942205289
5529_at	6.245337891	5.967891631
5530_at	3.416596372	3.096084007
5531_at	6.798076003	7.36289799
5532_at	8.148044751	8.290147262
5533_at	4.588921479	4.021429481
5534_at	4.052152772	5.918400234
5535_at	6.309203207	5.936559274
5536_at	8.092904323	8.495600868
5537_at	3.053294902	3.37876698
5538_at	8.940860682	7.345169014
5539_at	5.114191074	5.690338872
5540_at	3.601563136	4.40015116
5541_at	3.915159881	3.934451503
5542_at	10.47294763	9.044441153
5543_at	6.855277073	6.298483657
5544_at	10.77799479	13.09000379
5545_at	6.366515113	5.767153009
5546_at	6.684720756	10.147193
5547_at	5.570939197	5.992961657
5548_at	7.424937197	8.413128827
5549_at	7.973629975	8.046287559
5550_at	8.022905116	6.540792322
5551_at	4.132759338	3.954298484
5552_at	8.401021682	9.73489274
5553_at	9.229554577	9.812285268
5554_at	6.937994266	6.569795472
5555_at	5.347506671	5.839678998
5556_at	8.294074865	9.477647719
5557_at	6.373759179	6.111955759
5558_at	10.63060714	9.292591329
5559_at	7.506790612	8.508444726
5560_at	7.520635329	7.311109035
5561_at	6.779128251	6.155479786
5562_at	7.738329523	7.642072122
5563_at	4.001916768	3.630466296
5564_at	6.611594882	4.713976489
5565_at	8.655496573	9.133119525
5566_at	11.07514425	5.954972248
5567_at	9.211464064	5.895902469
5568_at	5.73105615	5.15287751
5569_at	5.639163556	5.519968746
5570_at	7.86876852	8.036166603
5571_at	11.19714781	7.126269517
5572_at	7.857730655	6.905293788
5573_at	6.591618623	6.212870062
5574_at	9.45766106	9.190666663
5575_at	6.43059216	6.135679994
5576_at	3.909461021	4.139029437
5577_at	8.523721533	9.51934318
5578_at	8.743806038	6.799953362
5579_at	4.042447877	3.105026863
5580_at	5.933259659	5.02957547
5581_at	8.544185356	11.53180621
5582_at	5.432907336	6.19018381
5583_at	7.131429441	6.423097282
5584_at	7.179960957	7.190289083
5585_at	9.57457034	5.177434137
5586_at	8.428283752	7.248579801
5587_at	7.682274819	7.980807843
5588_at	9.145532784	9.563640598
5589_at	5.981561316	6.246717803
5590_at	8.209744508	8.255594051
5591_at	4.716156818	4.653250749
5592_at	8.072720394	6.91555306
5593_at	5.696907175	5.067159816
5594_at	2.780110658	2.657202146
5595_at	8.867211616	6.262500136
5596_at	2.768372782	3.143850373
5597_at	7.773638621	6.836227022
5598_at	6.400669292	6.499432618
5599_at	7.954645049	7.119560271
5600_at	7.63133708	8.721877588
5601_at	6.641067237	6.491513889
5602_at	6.815580166	4.404810597
5603_at	4.948846977	6.616824753
5604_at	3.484748105	3.161508483
5605_at	9.741541782	8.872450112
5606_at	5.475907973	5.630513678
5607_at	8.722858336	8.688841102
5608_at	5.781333179	4.435808392
5609_at	2.71434639	3.979916435
5610_at	8.027082336	4.843177389
5611_at	9.61479005	7.718169328
5612_at	5.567493377	6.952478615
5613_at	5.150337264	3.828581845
5614_at	10.13312971	7.978504767
5615_at	5.379635518	5.479125186
5616_at	8.879194544	8.097273444
5617_at	10.18084966	12.02196055
5618_at	7.022400397	6.997024105
5619_at	8.052560981	8.012260733
5620_at	7.114063186	9.437999975
5621_at	6.920967205	7.125885945
5622_at	5.916788387	7.886409564
5623_at	6.704353647	8.835517411
5624_at	6.887566109	8.350684183
5625_at	9.666471045	10.23078432
5626_at	10.63790043	9.235422682
5627_at	5.279846268	8.8699532
5628_at	3.798003034	4.18569057
5629_at	6.906659075	7.989105756
5630_at	8.097196333	7.732376248
5631_at	7.987370176	7.939514258
5632_at	6.418063381	7.096963911
5633_at	11.32717137	8.368508495
5634_at	7.191963148	7.453003749
5635_at	9.192649238	6.167422132
5636_at	7.772163686	7.851837748
5637_at	4.743979165	8.289739886
5638_g_at	8.327972521	9.580037097
5639_at	3.865444622	4.41960863
5640_at	5.341516574	9.53649205
5641_at	6.744988891	6.302510929
5642_at	7.623384601	10.03074132
5643_at	8.809981803	8.276019417
5644_at	7.174726325	6.347503927
5645_at	10.88590649	9.238780004
5646_at	9.516795519	6.510929438
5647_s_at	11.75400221	8.676262648
5648_at	5.87781211	5.181444318
5649_at	5.93161068	5.974793144
5650_at	6.020935591	4.68952352
5651_at	4.806978475	4.230522753
5652_at	6.408314971	6.783190684
5653_at	6.906171462	7.392615912
5654_at	6.665651115	6.839802346
5655_n_at	2.455678727	2.751912724
5656_at	7.37784032	6.122306528
5657_at	6.408387117	5.601999017
5658_at	5.738266682	5.058061591
5659_at	8.718163012	7.99939113
5660_at	8.43654882	7.628555433
5661_at	8.625409395	6.828119922
5662_at	8.580384492	8.57350939
5663_at	4.484439231	4.78341581
5664_at	8.117103334	8.26056337
5665_at	6.134807232	9.645699513
5666_at	3.60589277	7.040985616
5667_at	9.515764102	8.448659676
5668_at	11.17513649	9.517235484
5669_g_at	11.4645435	9.277879756
5670_i_at	12.72821178	9.341568042
5671_s_at	13.23677205	11.74357594
5672_at	9.042446805	9.131317693
5673_at	4.786318634	6.590134924
5674_at	4.745416696	5.4529958
5675_at	6.000436155	5.903871787
5676_at	4.298854647	5.046939081
5677_at	5.918160393	6.224123653
5678_at	8.958433382	8.480842622
5679_at	5.872977641	5.118155186
5680_at	10.54863781	8.477489492
5681_at	8.522911602	7.696261006
5682_at	7.513243684	7.544182508
5683_at	5.688693644	5.116665534
5684_at	9.153016514	6.777859198
5685_at	7.679717451	5.773554624
5686_at	9.111947518	7.414703897
5687_at	5.178632577	5.117120255
5688_at	6.066771612	7.712390842
5689_at	5.673815977	5.802639895
5690_at	10.052554	11.72486467
5691_at	11.63152367	10.39295303
5692_at	7.330720053	10.72526988
5693_at	4.378775944	3.721526048
5694_at	6.996994913	7.801586576
5695_at	3.851100527	4.099347131
5696_at	6.393583932	6.327375805
5697_at	5.733085729	7.476331375
5698_at	10.71698951	9.660592367
5699_at	8.665458823	10.59742366
5700_at	3.519136531	3.695480311
5701_at	10.92373179	8.818798301
5702_at	8.910944602	8.832805741
5703_at	9.796879532	11.0012341
5704_at	7.582773196	7.602128238
5705_at	10.42917187	8.47043703
5706_at	5.292189111	5.02613422
5707_at	10.56951692	6.793565426
5708_at	6.69589587	7.380681781
5709_at	9.918919177	7.802055373
5710_at	7.326866267	8.073033881
5711_at	8.998067187	12.52991005
5712_at	8.578010132	7.734217235
5713_at	6.089410585	5.840905958
5714_at	6.102595784	7.266838901
5715_at	3.468922766	4.608113024
5716_at	6.555157024	5.490575908
5717_at	8.836023217	10.73283593
5718_at	5.763348184	8.461185183
5719_at	6.421646763	7.892869054
5720_at	11.0183199	10.0637748
5721_at	9.437028264	9.84856816
5722_at	7.172632482	7.578012258
5723_at	4.395075899	3.748361971
5724_at	8.791595997	5.505153653
5725_at	8.709512356	9.070328008
5726_at	4.969522508	4.039952792
5727_at	7.723186026	6.267999454
5728_i_at	12.6811437	13.12759878
5729_f_at	11.74587859	11.78566143
5730_at	7.496126969	8.618523628
5731_at	5.687069378	5.193966087
5732_at	8.277574686	5.911610487
5733_at	4.563232609	4.252271408
5734_at	5.977971966	5.598259922
5735_at	5.81846342	10.11722295
5736_at	3.297880403	3.344075525
5737_at	11.75663535	11.36392368
5738_at	4.254725265	4.008728499
5739_at	8.283760175	8.995376814
5740_at	8.584330856	6.763989149
5741_at	4.198917376	4.402507643
5742_at	5.812327318	4.785935486
5743_at	7.536936713	5.834101555
5744_at	9.963981539	8.688396097
5745_at	9.765638178	7.704751092
5746_at	7.001731786	9.114182268
5747_at	8.409907405	8.112425911
5748_at	9.91279079	7.420044655
5749_at	5.905342649	7.096342454
5750_at	7.423983942	6.800810572
5751_at	5.875700207	10.11378048
5752_at	6.494525198	8.588496256
5753_at	9.097164522	8.949998328
5754_at	9.195898075	7.845588875
5755_at	5.184050914	5.316877962
5756_at	12.24884747	11.79525132
5757_at	5.559922618	7.121382311
5758_at	7.681072003	7.595113461
5759_at	8.805465122	9.271744768
5760_at	5.053670128	5.217790804
5761_at	6.253012786	4.666519174
5762_at	6.166462708	5.363296805
5763_at	12.10462373	10.85375591
5764_at	12.2930268	9.793392414
5765_at	4.191477175	4.435927168
5766_at	8.705925748	10.00817496
5767_at	4.054197098	4.020977349
5768_at	4.360112387	3.700630283
5769_at	9.691834311	4.833154149
5770_at	4.643268191	5.923568931
5771_at	8.766271127	8.800888316
5772_at	5.188701162	3.974917105
5773_at	3.023057921	4.971752843
5774_at	9.445232041	11.46333106
5775_at	8.789575916	8.173279379
5776_at	6.272060529	6.390873493
5777_at	7.782765981	9.469730211
5778_at	5.546096768	4.299359372
5779_at	5.830346829	5.771581859
5780_at	7.261416367	5.108506922
5781_i_at	12.93302162	8.679263309
5782_at	4.642546064	3.83792298
5783_at	7.06172413	6.724635332
5784_at	8.128917627	7.022687287
5785_at	7.863125671	7.116982942
5786_f_at	6.611590407	11.95696117
5787_at	4.897721356	3.447839978
5788_at	9.018625638	8.406260997
5789_at	10.86183178	8.963057158
5790_at	5.089954134	5.017297417
5791_at	7.420293642	7.401225935
5792_at	4.911324736	4.895227846
5793_at	4.547830172	4.66424698
5794_i_at	9.415830116	8.058780772
5795_at	2.735146964	2.837362459
5796_at	3.365534887	3.539873464
5797_at	4.338512764	5.622906807
5798_at	6.448388015	8.38249133
5799_at	5.650988373	5.129506483
5800_at	7.455349578	9.456262506
5801_at	3.981074107	3.706607096
5802_at	3.194135116	5.164747933
5803_at	6.047554717	7.116121696
5804_at	8.367436347	6.821447182
5805_i_at	2.894468775	2.901634524
5806_i_at	5.12023413	6.032425814
5807_at	10.2315769	12.31095468
5808_i_at	3.436896926	3.380339718
5809_i_at	4.48049031	4.210250888
5810_s_at	4.968903163	5.534087676
5811_at	3.328507496	3.700761771
5812_at	3.76572013	4.244735576
5813_at	5.508712423	7.381452969
5814_at	3.905405505	4.936230767
5815_at	4.121432564	4.264968108
5816_at	6.598859093	6.361376266
5817_at	6.244997888	6.091329413
5818_at	2.668150341	2.910603566
5819_at	5.434120836	5.07802444
5820_at	7.698464214	8.529426212
5821_at	3.140259279	3.000425079
5822_at	3.283596919	3.447481847
5823_at	4.484453272	6.081214874
5824_i_at	2.618475449	2.656427733
5825_r_at	2.897340509	2.784188006
5826_at	6.523537798	8.629853498
5827_at	5.716399309	5.216289223
5828_at	6.117942476	6.172023809
5829_at	4.454625401	4.042970541
5830_at	3.546954544	3.920570683
5831_at	4.427260202	4.114706878
5832_i_at	4.127730071	8.571597749
5833_r_at	2.969328909	7.118056625
5834_s_at	5.411960396	9.328762314
5835_i_at	3.788767036	7.366291407
5836_at	3.117135356	3.482786659
5837_at	3.470016473	3.646691098
5838_at	8.609811199	7.942715173
5839_at	6.97412466	8.763749293
5840_at	7.825787223	9.776477864
5841_at	4.188491564	5.713811349
5842_at	3.779678623	6.966256193
5843_at	2.626609398	2.918266286
5844_at	4.398760734	4.801415849
5845_at	6.210829704	5.07198551
5846_at	4.510682563	4.728275433
5847_at	2.596460101	2.703507037
5848_at	2.557789352	2.856733326
5849_at	8.197880543	6.63369697
5850_at	4.979003465	8.576693837
5851_at	4.078041756	5.634216249
5852_at	3.997400577	4.341875128
5853_at	3.071167382	3.174157592
5854_at	6.628549579	5.890185551
5855_at	4.357807911	7.470956093
5856_at	2.913258566	4.740547688
5857_g_at	3.36042772	3.753949569
5858_at	3.12549181	3.904186646
5859_at	4.565703528	4.696595655
5860_g_at	3.825536436	4.131546476
5861_at	6.078775847	6.297172072
5862_at	6.039961641	6.182693019
5863_at	4.682584765	4.547739184
5864_at	7.119155831	8.918745549
5865_at	4.805542401	4.586402154
5866_at	5.670148854	6.907712563
5867_at	7.366609645	8.491008148
5868_at	4.090099144	3.127708066
5869_at	3.821995454	5.32608689
5870_at	3.082057944	2.905084792
5871_at	3.583657053	5.818095115
5872_at	6.134418509	8.273369983
5873_at	5.222649661	5.177081228
5874_at	5.712905112	5.969414909
5875_s_at	7.122792824	7.38811722
5876_at	8.867612132	9.948923035
5877_i_at	7.611666324	10.04522179
5878_r_at	9.557939009	11.93211939
5879_at	8.168330224	10.20277695
5880_at	4.798227485	5.747246311
5881_at	5.490704097	4.381469457
5882_at	4.060696874	3.829017946
5883_i_at	2.984711698	3.22739376
5884_r_at	2.823394153	2.863262612
5885_at	6.833756754	8.039275755
5886_at	4.954087453	5.537427937
5887_i_at	12.61815673	12.23957025
5888_at	3.152290017	3.033166741
5889_at	3.855103127	4.163579646
5890_i_at	5.000809342	5.070414061
5891_f_at	2.438039104	2.701103486
5892_at	5.115364433	5.005304352
5893_at	2.911835995	2.854591596
5894_at	2.945711849	2.694431628
5895_at	6.133469881	6.668424054
5896_at	4.799139772	4.606438082
5897_at	5.45128568	5.621735788
5898_at	6.098381116	7.607673222
5899_i_at	3.476868096	4.224321908
5900_at	4.118258511	3.90216482
5901_at	6.50773852	7.436222742
5902_at	4.054477962	4.753734694
5903_at	4.630535353	7.008237111
5904_at	9.443181044	9.382717759
5905_i_at	3.000929583	3.328825853
5906_r_at	4.121420204	4.38728462
5907_at	2.962838494	3.008640752
5908_at	9.106450803	10.3212638
5909_at	4.327773729	9.31049277
5910_at	6.307154295	8.019717929
5911_at	3.157282323	3.098039626
5912_at	4.128045142	4.412906344
5913_at	5.245807087	5.655451108
5914_at	5.149329275	5.036122638
5915_at	5.916311014	3.750983427
5916_at	3.515401177	3.464689821
5917_at	7.21801166	6.115997734
5918_at	7.213845622	7.78308682
5919_at	4.494754277	4.313907592
5920_at	7.20945275	7.571336157
5921_at	9.182260672	11.51351526
5922_s_at	4.712029633	4.287057429
5923_at	7.357547737	6.553560995
5924_at	6.743723109	7.198084611
5925_at	13.49848571	13.38957135
5926_g_at	13.9600631	13.69847707
5927_at	9.270116889	9.291858641
5928_at	4.727942515	4.386202603
5929_at	5.782091512	3.250991169
5930_at	4.369078814	4.288248929
5931_at	6.557738819	6.666494453
5932_at	7.120059967	6.12653793
5933_at	8.473698061	7.407991412
5934_at	7.836577513	6.979487287
5935_at	6.91004639	8.004689652
5936_at	5.640752063	6.091017954
5937_at	9.133045957	9.17570602
5938_at	8.023718124	6.399389479
5939_at	3.880816915	3.664193177
5940_at	5.196124935	10.25607172
5941_at	6.420426096	8.337917276
5942_at	5.977517053	7.306311515
5943_at	8.262997324	6.778404437
5944_at	6.760275763	6.10779108
5945_at	4.244245333	4.03795698
5946_at	3.848482499	4.068233487
5947_at	3.968154529	8.07952224
5948_at	7.354715772	7.429046828
5949_at	3.019057433	3.414862153
5950_at	5.381348317	4.664633152
5951_at	6.630117114	5.803533863
5952_at	5.686592876	5.88791015
5953_at	9.981833166	10.90947438
5954_at	7.038710147	9.516729545
5955_at	7.347422555	7.188873242
5956_at	3.444904015	4.511823531
5957_at	11.65645858	12.59753166
5958_at	7.800360743	4.492937232
5959_at	6.294308837	9.168532955
5960_at	4.951829817	5.929469527
5961_at	10.33692963	11.85147935
5962_at	6.80806351	7.99860614
5963_at	7.442159562	7.340257871
5964_at	4.164151617	4.012685036
5965_at	7.981020728	3.740471764
5966_at	10.03543617	10.89478281
5967_at	7.446628682	6.809897107
5968_at	5.313939997	5.246829421
5969_at	12.45719841	11.51920183
5970_at	3.271403783	3.616492492
5971_at	7.674790648	10.62652194
5972_at	4.499623308	4.323312843
5973_at	7.599110571	9.220431732
5974_at	4.610440757	4.902739865
5975_at	4.912578338	5.781438328
5976_at	4.555232339	5.459926757
5977_at	8.611336601	4.885394028
5978_at	3.603695813	3.501753362
5979_at	8.993352696	8.464113824
5980_at	7.386114834	6.414993359
5981_at	5.550561099	5.07137653
5982_at	5.755266448	4.455986375
5983_at	5.556126604	3.933680215
5984_at	2.84895435	2.869445453
5985_at	11.74467455	8.363987709
5986_at	7.988230432	6.318760943
5987_at	6.904886805	7.380067888
5988_at	5.234977133	7.088339163
5989_at	3.798516563	4.21625711
5990_at	9.653372008	10.48197922
5991_at	7.134448549	7.560439043
5992_at	8.653077716	5.727335687
5993_at	5.465342385	7.073697725
5994_at	5.822871613	6.070522533
5995_at	7.626582723	8.237102927
5996_at	8.568650319	6.74854769
5997_at	9.78460261	8.895162239
5998_at	4.251428273	4.845720998
5999_at	7.44788899	8.236616807
6000_at	7.931015653	7.28349667
6001_at	9.025053879	9.590005071
6002_at	5.254819027	6.609727482
6003_at	3.330436179	3.468705494
6004_at	5.101425411	5.732915706
6005_at	6.266703708	6.504344189
6006_at	4.849345166	4.856874839
6007_at	4.876493554	4.902953132
6008_at	5.259085925	4.856752562
6009_at	7.286476657	3.93464707
6010_at	4.301220095	4.499524185
6011_at	7.46642829	7.853534386
6012_at	6.678499957	9.25076199
6013_at	11.34822841	8.935412604
6014_at	2.907412149	2.829750127
6015_at	6.72433012	7.678488151
6016_at	7.406967186	8.357589676
6017_at	4.737183566	3.526036458
6018_at	7.389584687	6.350802177
6019_at	7.936864902	7.073952312
6020_r_at	5.026337689	6.476880089
6021_f_at	6.746448943	9.697697303
6022_at	6.786152726	7.102219553
6023_at	8.142700046	8.966797046
6024_at	6.927746521	6.569732326
6025_at	10.07990797	5.087096353
6026_at	7.591989656	5.707966607
6027_at	3.783651143	3.435088266
6028_at	5.783679158	5.663518578
6029_at	6.909086864	5.769363504
6030_at	8.671128082	8.020053345
6031_at	4.870328599	5.023586709
6032_at	3.132091286	3.339567854
6033_at	8.571123951	7.673228686
6034_at	7.408100885	5.340787913
6035_at	11.95374224	9.099362737
6036_at	4.511061873	5.114070624
6037_at	3.577510121	3.171312319
6038_at	10.0968848	9.596547299
6039_g_at	11.41856048	11.39448772
6040_i_at	12.06499991	12.18687779
6041_at	6.713852873	6.107839278
6042_at	3.495816766	5.706250011
6043_at	5.401658821	6.213997183
6044_at	5.142980085	4.729061773
6045_at	5.872186064	7.150224703
6046_at	5.966665547	4.797272822
6047_at	5.741798874	4.667461111
6048_at	5.8464841	5.369755837
6049_at	9.984196796	6.346788238
6050_at	10.12187069	8.95727015
6051_at	7.170841938	7.86187235
6052_at	4.469939975	4.570172328
6053_at	4.893849789	5.596239874
6054_at	3.710236062	4.501710719
6055_at	9.144095449	8.461598434
6056_at	7.294820546	7.630719018
6057_at	5.968226422	10.27267409
6058_at	5.293960734	6.489649201
6059_at	9.434636521	8.883448377
6060_at	4.14463291	5.363290371
6061_at	8.007680301	6.464748056
6062_at	6.888562679	8.577337328
6063_at	4.854196373	4.485582921
6064_at	7.515272172	4.776427172
6065_at	4.074545041	4.348172785
6066_at	7.034999884	5.319716318
6067_at	7.110143249	6.107838735
6068_at	4.805618091	3.487408453
6069_i_at	12.26317656	8.270951734
6070_s_at	11.82646082	8.462489016
6071_at	4.287779772	3.025958733
6072_at	6.482406694	6.956435405
6073_at	5.937241032	6.572757896
6074_at	7.964827946	7.136487197
6075_at	8.980637045	8.853561948
6076_at	5.713277078	5.931304253
6077_at	3.567079153	7.376269335
6078_at	10.0627508	9.238584246
6079_at	10.04650998	9.398016128
6080_at	12.90121251	10.67816194
6081_at	4.365860386	4.060195857
6082_at	8.474311209	9.365866966
6083_at	3.980848386	3.587680367
6084_at	4.876023465	5.101144537
6085_at	7.44658643	8.712614483
6086_at	6.137191861	5.692670498
6087_at	6.612229392	4.854205948
6088_at	9.233740594	7.932907928
6089_at	5.784338105	5.61130559
6090_at	4.271081538	4.150196118
6091_at	7.529749109	7.610020434
6092_at	8.540049036	6.885186006
6093_at	6.647114036	4.558194014
6094_at	9.074832979	6.705964002
6095_at	7.172835962	5.600194551
6096_at	4.177066459	3.885041735
6097_at	4.147616887	4.017597456
6098_at	6.109559436	6.404767903
6099_at	5.267060365	6.347839733
6100_at	5.79346478	6.69559668
6101_at	2.978309422	2.970064756
6102_at	8.678446034	5.057574595
6103_at	6.020528782	6.460458574
6104_at	5.622136651	4.438656102
6105_at	6.933835745	6.299029883
6106_at	7.979642868	4.828698542
6107_at	7.919499015	4.31733906
6108_at	5.566331865	5.955119309
6109_at	7.295605621	5.819245873
6110_at	7.207109529	7.699981467
6111_at	4.547265591	4.690405626
6112_at	6.831055535	4.165928181
6113_at	2.983856145	2.921063813
6114_at	7.016886431	6.196507779
6115_at	8.938125962	7.502184037
6116_at	3.275485446	4.112278629
6117_at	7.141813868	6.243064268
6118_at	5.164191109	4.610333345
6119_at	7.10713151	6.957495671
6120_at	6.161661675	5.073631396
6121_at	7.636224584	9.02284425
6122_at	6.987199355	8.402332655
6123_at	7.842653633	6.590122767
6124_at	7.084276888	6.792613511
6125_at	9.748846936	6.742572283
6126_at	2.829841513	2.80872835
6127_at	11.49933196	10.57179167
6128_f_at	11.25113677	12.15807385
6129_f_at	11.33060562	12.69031174
6130_at	3.333867493	5.778504497
6131_at	11.92503969	12.30867529
6132_at	6.017232439	5.989450471
6133_at	7.996871494	8.354015647
6134_at	7.76095513	7.812014132
6135_at	8.985206245	8.160273989
6136_at	7.22928602	7.50069733
6137_at	7.158826227	5.513082309
